"id_compra","fecha_compra","orden_compra","factura_distribuidor","lote_compra","codigo_distribuidor","codigo_producto","cantidad_cajas","unidades_por_caja","cantidad_unidades","precio_lista_unitario","descuento_distribuidor","valor_descuento","costo_unitario_neto","total_compra_neto","codigo_sucursal_entrega","estado_compra","condicion_pago","observacion"
502,"2025-01-18","OC-2025-0002","F-D005-202501-1547","L202501-238-0002","D005","P013",35,60,2100,"2000.00","9.00","180.00","1820.00","3822000.00","VALLE","Recibido","30 días crédito",NULL
503,"2025-11-06","OC-2025-0003","F-D003-202511-7435","L202511-201-0003","D003","P007",34,10,340,"2800.00","6.00","168.00","2632.00","894880.00","NORTE","Recibido","Contado contra entrega",NULL
504,"2025-09-13","OC-2025-0004","F-D003-202509-5437","L202509-233-0004","D002","P007",58,60,3480,"2800.00","7.00","196.00","2604.00","9061920.00","CENTRO","Recibido","15 días crédito",NULL
505,"2025-09-11","OC-2025-0005","F-D006-202509-7320","L202509-050-0005","D006","P005",22,50,1100,"1100.00","15.00","165.00","935.00","1028500.00","VALLE","Recibido","60 días crédito",NULL
506,"2025-08-17","OC-2025-0006","F-D003-202508-8637","L202508-876-0006","D001","P014",47,60,2820,"2300.00","9.00","207.00","2093.00","5902260.00","CENTRO","Recibido","30 días crédito",NULL
507,"2025-03-23","OC-2025-0007","F-D006-202503-1609","L202503-694-0007","D008","P001",14,30,420,"2500.00","12.00","300.00","2200.00","924000.00","SUR","Recibido","30 días crédito",NULL
508,"2025-12-11","OC-2025-0008","F-D004-202512-7320","L202512-343-0008","D003","P010",52,60,3120,"2100.00","9.00","189.00","1911.00","5962320.00","SUR","Recibido","Contado contra entrega",NULL
509,"2025-05-14","OC-2025-0009","F-D004-202505-8463","L202505-769-0009","D006","P015",28,20,560,"1500.00","12.00","180.00","1320.00","739200.00","NORTE","Recibido","60 días crédito",NULL
510,"2025-05-26","OC-2025-0010","F-D004-202505-0562","L202505-095-0010","D003","P013",3,10,30,"2000.00","5.00","100.00","1900.00","57000.00","SUR","Recibido","Contado contra entrega",NULL
511,"2025-07-11","OC-2025-0011","F-D008-202507-6073","L202507-324-0011","D008","P003",13,10,130,"1200.00","12.00","144.00","1056.00","137280.00","CENTRO","Recibido","30 días crédito",NULL
512,"2025-01-15","OC-2025-0012","F-D006-202501-3981","L202501-171-0012","D002","P020",29,30,870,"650.00","8.00","52.00","598.00","520260.00","NORTE","Recibido","15 días crédito",NULL
513,"2025-04-15","OC-2025-0013","F-D004-202504-8957","L202504-930-0013","D007","P006",4,20,80,"3200.00","9.00","288.00","2912.00","232960.00","CENTRO","Recibido","15 días crédito",NULL
514,"2025-09-13","OC-2025-0014","F-D003-202509-8115","L202509-728-0014","D004","P001",51,10,510,"2500.00","12.00","300.00","2200.00","1122000.00","VALLE","Recibido","45 días crédito",NULL
515,"2025-08-28","OC-2025-0015","F-D002-202508-2055","L202508-580-0015","D003","P003",46,30,1380,"1200.00","5.00","60.00","1140.00","1573200.00","VALLE","Recibido","Contado contra entrega",NULL
516,"2025-01-25","OC-2025-0016","F-D002-202501-0883","L202501-143-0016","D007","P009",31,10,310,"900.00","9.00","81.00","819.00","253890.00","CENTRO","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
517,"2025-06-04","OC-2025-0017","F-D005-202506-2612","L202506-248-0017","D004","P013",14,10,140,"2000.00","10.00","200.00","1800.00","252000.00","VALLE","Recibido","45 días crédito",NULL
518,"2025-09-08","OC-2025-0018","F-D005-202509-9868","L202509-539-0018","D002","P014",35,24,840,"2300.00","6.00","138.00","2162.00","1816080.00","CENTRO","Recibido","15 días crédito",NULL
519,"2025-08-02","OC-2025-0019","F-D007-202508-1277","L202508-973-0019","D005","P004",29,60,1740,"850.00","11.00","93.50","756.50","1316310.00","SUR","Recibido","30 días crédito",NULL
520,"2025-11-06","OC-2025-0020","F-D008-202511-9673","L202511-854-0020","D002","P018",47,30,1410,"800.00","9.00","72.00","728.00","1026480.00","VALLE","Recibido","15 días crédito",NULL
521,"2025-09-10","OC-2025-0021","F-D001-202509-2948","L202509-350-0021","D001","P014",41,60,2460,"2300.00","11.00","253.00","2047.00","5035620.00","NORTE","Recibido","30 días crédito",NULL
522,"2025-06-14","OC-2025-0022","F-D003-202506-0341","L202506-050-0022","D004","P010",46,30,1380,"2100.00","15.00","315.00","1785.00","2463300.00","CENTRO","Recibido","45 días crédito","Descuento por volumen"
523,"2025-07-12","OC-2025-0023","F-D004-202507-4558","L202507-117-0023","D004","P012",56,60,3360,"2200.00","14.00","308.00","1892.00","6357120.00","SUR","Recibido","45 días crédito",NULL
524,"2025-10-17","OC-2025-0024","F-D003-202510-0708","L202510-586-0024","D002","P005",59,20,1180,"1100.00","8.00","88.00","1012.00","1194160.00","NORTE","Recibido","15 días crédito",NULL
525,"2025-09-02","OC-2025-0025","F-D007-202509-6495","L202509-536-0025","D005","P002",42,10,420,"1800.00","9.00","162.00","1638.00","687960.00","NORTE","Recibido","30 días crédito",NULL
526,"2025-06-15","OC-2025-0026","F-D001-202506-1442","L202506-135-0026","D003","P016",16,20,320,"4000.00","4.00","160.00","3840.00","1228800.00","SUR","Recibido","Contado contra entrega",NULL
527,"2025-02-12","OC-2025-0027","F-D008-202502-7483","L202502-213-0027","D001","P017",59,60,3540,"1800.00","11.00","198.00","1602.00","5671080.00","CENTRO","Recibido","30 días crédito",NULL
528,"2025-05-10","OC-2025-0028","F-D002-202505-8900","L202505-109-0028","D004","P020",48,24,1152,"650.00","11.00","71.50","578.50","666432.00","CENTRO","Recibido","45 días crédito",NULL
529,"2025-06-24","OC-2025-0029","F-D007-202506-8741","L202506-785-0029","D005","P001",53,60,3180,"2500.00","9.00","225.00","2275.00","7234500.00","CENTRO","Recibido","30 días crédito",NULL
530,"2025-08-04","OC-2025-0030","F-D002-202508-0247","L202508-983-0030","D006","P008",17,60,1020,"650.00","15.00","97.50","552.50","563550.00","CENTRO","Recibido","60 días crédito",NULL
531,"2025-02-21","OC-2025-0031","F-D006-202502-7700","L202502-687-0031","D008","P013",54,10,540,"2000.00","10.00","200.00","1800.00","972000.00","CENTRO","Recibido","30 días crédito",NULL
532,"2025-04-25","OC-2025-0032","F-D003-202504-3779","L202504-816-0032","D004","P014",48,20,960,"2300.00","11.00","253.00","2047.00","1965120.00","CENTRO","Recibido","45 días crédito",NULL
533,"2025-03-12","OC-2025-0033","F-D004-202503-9194","L202503-260-0033","D001","P008",18,20,360,"650.00","11.00","71.50","578.50","208260.00","CENTRO","Recibido","30 días crédito",NULL
534,"2025-12-28","OC-2025-0034","F-D001-202512-2402","L202512-345-0034","D006","P011",56,50,2800,"2100.00","13.00","273.00","1827.00","5115600.00","VALLE","Recibido","60 días crédito",NULL
535,"2025-06-11","OC-2025-0035","F-D006-202506-0368","L202506-011-0035","D004","P019",51,20,1020,"500.00","11.00","55.00","445.00","453900.00","NORTE","Recibido","45 días crédito",NULL
536,"2025-11-22","OC-2025-0036","F-D005-202511-1006","L202511-484-0036","D008","P018",49,50,2450,"800.00","11.00","88.00","712.00","1744400.00","CENTRO","Recibido","30 días crédito",NULL
537,"2025-05-26","OC-2025-0037","F-D001-202505-7558","L202505-464-0037","D002","P018",15,10,150,"800.00","7.00","56.00","744.00","111600.00","SUR","Recibido","15 días crédito",NULL
538,"2025-08-11","OC-2025-0038","F-D003-202508-6045","L202508-422-0038","D002","P013",46,30,1380,"2000.00","6.00","120.00","1880.00","2594400.00","CENTRO","Recibido","15 días crédito",NULL
539,"2025-12-14","OC-2025-0039","F-D004-202512-3975","L202512-813-0039","D001","P015",45,10,450,"1500.00","11.00","165.00","1335.00","600750.00","CENTRO","Recibido","30 días crédito",NULL
540,"2025-10-16","OC-2025-0040","F-D004-202510-9451","L202510-982-0040","D004","P016",21,10,210,"4000.00","14.00","560.00","3440.00","722400.00","VALLE","Recibido","45 días crédito",NULL
541,"2025-02-05","OC-2025-0041","F-D003-202502-6111","L202502-008-0041","D002","P012",11,24,264,"2200.00","7.00","154.00","2046.00","540144.00","NORTE","Recibido","15 días crédito",NULL
542,"2025-04-05","OC-2025-0042","F-D002-202504-4314","L202504-593-0042","D001","P016",21,20,420,"4000.00","12.00","480.00","3520.00","1478400.00","CENTRO","Recibido","30 días crédito",NULL
543,"2025-08-27","OC-2025-0043","F-D003-202508-2315","L202508-172-0043","D004","P015",9,10,90,"1500.00","13.00","195.00","1305.00","117450.00","VALLE","Recibido","45 días crédito",NULL
544,"2025-08-08","OC-2025-0044","F-D006-202508-8712","L202508-494-0044","D007","P012",14,24,336,"2200.00","9.00","198.00","2002.00","672672.00","NORTE","Recibido","15 días crédito",NULL
545,"2025-12-01","OC-2025-0045","F-D005-202512-2452","L202512-291-0045","D007","P011",26,50,1300,"2100.00","8.00","168.00","1932.00","2511600.00","SUR","Recibido","15 días crédito",NULL
546,"2025-07-06","OC-2025-0046","F-D004-202507-5422","L202507-798-0046","D007","P015",3,50,150,"1500.00","9.00","135.00","1365.00","204750.00","SUR","Recibido","15 días crédito",NULL
547,"2025-10-07","OC-2025-0047","F-D006-202510-7223","L202510-590-0047","D005","P009",40,24,960,"900.00","8.00","72.00","828.00","794880.00","CENTRO","Recibido","30 días crédito",NULL
548,"2025-08-17","OC-2025-0048","F-D007-202508-5736","L202508-501-0048","D006","P008",58,30,1740,"650.00","12.00","78.00","572.00","995280.00","VALLE","Recibido","60 días crédito",NULL
549,"2025-07-22","OC-2025-0049","F-D008-202507-8745","L202507-373-0049","D003","P016",58,60,3480,"4000.00","4.00","160.00","3840.00","13363200.00","CENTRO","Recibido","Contado contra entrega",NULL
550,"2025-12-04","OC-2025-0050","F-D007-202512-3498","L202512-640-0050","D001","P014",43,20,860,"2300.00","9.00","207.00","2093.00","1799980.00","CENTRO","Recibido","30 días crédito",NULL
551,"2025-11-25","OC-2025-0051","F-D003-202511-9032","L202511-566-0051","D008","P015",58,24,1392,"1500.00","11.00","165.00","1335.00","1858320.00","CENTRO","Recibido","30 días crédito",NULL
552,"2025-05-04","OC-2025-0052","F-D004-202505-4918","L202505-540-0052","D008","P004",6,24,144,"850.00","10.00","85.00","765.00","110160.00","SUR","Recibido","30 días crédito",NULL
553,"2025-07-12","OC-2025-0053","F-D006-202507-6743","L202507-796-0053","D004","P009",22,60,1320,"900.00","12.00","108.00","792.00","1045440.00","CENTRO","Recibido","45 días crédito",NULL
554,"2025-06-21","OC-2025-0054","F-D008-202506-4548","L202506-573-0054","D005","P003",22,60,1320,"1200.00","9.00","108.00","1092.00","1441440.00","CENTRO","Recibido","30 días crédito","Compra controlada: producto de alta rotación"
555,"2025-02-20","OC-2025-0055","F-D003-202502-1028","L202502-961-0055","D003","P013",30,60,1800,"2000.00","6.00","120.00","1880.00","3384000.00","VALLE","Recibido","Contado contra entrega",NULL
556,"2025-01-03","OC-2025-0056","F-D001-202501-4169","L202501-834-0056","D008","P010",2,30,60,"2100.00","11.00","231.00","1869.00","112140.00","VALLE","Recibido","30 días crédito",NULL
557,"2025-09-07","OC-2025-0057","F-D001-202509-3590","L202509-076-0057","D002","P008",30,30,900,"650.00","9.00","58.50","591.50","532350.00","VALLE","Recibido","15 días crédito",NULL
558,"2025-04-02","OC-2025-0058","F-D001-202504-0515","L202504-128-0058","D008","P004",39,30,1170,"850.00","9.00","76.50","773.50","904995.00","CENTRO","Recibido","30 días crédito",NULL
559,"2025-02-09","OC-2025-0059","F-D008-202502-3669","L202502-773-0059","D005","P002",44,24,1056,"1800.00","7.00","126.00","1674.00","1767744.00","NORTE","Recibido","30 días crédito",NULL
560,"2025-03-11","OC-2025-0060","F-D003-202503-9159","L202503-154-0060","D005","P010",48,50,2400,"2100.00","11.00","231.00","1869.00","4485600.00","VALLE","Recibido","30 días crédito",NULL
561,"2025-09-21","OC-2025-0061","F-D007-202509-3988","L202509-147-0061","D007","P012",18,50,900,"2200.00","9.00","198.00","2002.00","1801800.00","SUR","Recibido","15 días crédito",NULL
562,"2025-04-01","OC-2025-0062","F-D007-202504-5892","L202504-408-0062","D004","P016",50,10,500,"4000.00","11.00","440.00","3560.00","1780000.00","VALLE","Recibido","45 días crédito",NULL
563,"2025-12-02","OC-2025-0063","F-D007-202512-3027","L202512-805-0063","D001","P011",17,30,510,"2100.00","11.00","231.00","1869.00","953190.00","CENTRO","Recibido","30 días crédito",NULL
564,"2025-11-23","OC-2025-0064","F-D002-202511-7526","L202511-216-0064","D006","P011",33,24,792,"2100.00","15.00","315.00","1785.00","1413720.00","NORTE","Recibido","60 días crédito",NULL
565,"2025-05-27","OC-2025-0065","F-D007-202505-1014","L202505-853-0065","D002","P010",22,50,1100,"2100.00","7.00","147.00","1953.00","2148300.00","VALLE","Recibido","15 días crédito",NULL
566,"2025-11-10","OC-2025-0066","F-D008-202511-1627","L202511-205-0066","D003","P004",5,20,100,"850.00","6.00","51.00","799.00","79900.00","NORTE","Recibido","Contado contra entrega",NULL
567,"2025-09-14","OC-2025-0067","F-D007-202509-8844","L202509-061-0067","D007","P006",55,20,1100,"3200.00","6.00","192.00","3008.00","3308800.00","NORTE","Recibido","15 días crédito",NULL
568,"2025-04-03","OC-2025-0068","F-D008-202504-1168","L202504-424-0068","D004","P002",31,50,1550,"1800.00","12.00","216.00","1584.00","2455200.00","NORTE","Recibido","45 días crédito",NULL
569,"2025-05-21","OC-2025-0069","F-D008-202505-0263","L202505-977-0069","D003","P006",17,24,408,"3200.00","7.00","224.00","2976.00","1214208.00","VALLE","Recibido","Contado contra entrega",NULL
570,"2025-07-03","OC-2025-0070","F-D003-202507-9976","L202507-387-0070","D008","P019",8,24,192,"500.00","11.00","55.00","445.00","85440.00","CENTRO","Recibido","30 días crédito",NULL
571,"2025-12-20","OC-2025-0071","F-D005-202512-1153","L202512-792-0071","D003","P020",58,60,3480,"650.00","6.00","39.00","611.00","2126280.00","CENTRO","Recibido","Contado contra entrega",NULL
572,"2025-05-08","OC-2025-0072","F-D004-202505-6037","L202505-498-0072","D006","P013",39,50,1950,"2000.00","15.00","300.00","1700.00","3315000.00","VALLE","Recibido","60 días crédito",NULL
573,"2025-02-21","OC-2025-0073","F-D007-202502-3623","L202502-912-0073","D001","P009",36,60,2160,"900.00","13.00","117.00","783.00","1691280.00","VALLE","Recibido","30 días crédito",NULL
574,"2025-07-06","OC-2025-0074","F-D005-202507-6381","L202507-483-0074","D008","P001",42,50,2100,"2500.00","13.00","325.00","2175.00","4567500.00","NORTE","Recibido","30 días crédito",NULL
575,"2025-11-17","OC-2025-0075","F-D005-202511-3430","L202511-610-0075","D001","P005",29,24,696,"1100.00","9.00","99.00","1001.00","696696.00","SUR","Recibido","30 días crédito",NULL
576,"2025-06-04","OC-2025-0076","F-D007-202506-2435","L202506-631-0076","D001","P003",35,10,350,"1200.00","9.00","108.00","1092.00","382200.00","VALLE","Recibido","30 días crédito",NULL
577,"2025-02-21","OC-2025-0077","F-D006-202502-5370","L202502-824-0077","D002","P002",55,30,1650,"1800.00","10.00","180.00","1620.00","2673000.00","CENTRO","Recibido","15 días crédito",NULL
578,"2025-12-18","OC-2025-0078","F-D001-202512-7873","L202512-909-0078","D001","P011",58,24,1392,"2100.00","12.00","252.00","1848.00","2572416.00","VALLE","Recibido","30 días crédito",NULL
579,"2025-07-14","OC-2025-0079","F-D005-202507-2487","L202507-722-0079","D008","P002",28,60,1680,"1800.00","13.00","234.00","1566.00","2630880.00","VALLE","Recibido","30 días crédito",NULL
580,"2025-01-27","OC-2025-0080","F-D008-202501-8679","L202501-633-0080","D008","P004",47,20,940,"850.00","13.00","110.50","739.50","695130.00","SUR","Recibido","30 días crédito",NULL
581,"2025-02-11","OC-2025-0081","F-D002-202502-4422","L202502-144-0081","D005","P009",16,24,384,"900.00","8.00","72.00","828.00","317952.00","SUR","Pendiente","30 días crédito",NULL
582,"2025-09-11","OC-2025-0082","F-D007-202509-1399","L202509-798-0082","D008","P017",40,10,400,"1800.00","13.00","234.00","1566.00","626400.00","NORTE","Recibido","30 días crédito",NULL
583,"2025-05-08","OC-2025-0083","F-D003-202505-4443","L202505-898-0083","D008","P016",8,10,80,"4000.00","10.00","400.00","3600.00","288000.00","NORTE","Recibido","30 días crédito",NULL
584,"2025-04-20","OC-2025-0084","F-D002-202504-5715","L202504-807-0084","D008","P009",15,30,450,"900.00","11.00","99.00","801.00","360450.00","VALLE","Recibido","30 días crédito",NULL
585,"2025-11-22","OC-2025-0085","F-D003-202511-4066","L202511-309-0085","D005","P010",31,20,620,"2100.00","9.00","189.00","1911.00","1184820.00","VALLE","Recibido","30 días crédito",NULL
586,"2025-07-24","OC-2025-0086","F-D002-202507-4287","L202507-772-0086","D003","P005",33,24,792,"1100.00","5.00","55.00","1045.00","827640.00","NORTE","Recibido","Contado contra entrega",NULL
587,"2025-12-04","OC-2025-0087","F-D003-202512-9293","L202512-966-0087","D007","P019",21,60,1260,"500.00","9.00","45.00","455.00","573300.00","VALLE","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
588,"2025-07-22","OC-2025-0088","F-D005-202507-8365","L202507-044-0088","D005","P015",29,50,1450,"1500.00","8.00","120.00","1380.00","2001000.00","SUR","Recibido","30 días crédito",NULL
589,"2025-09-14","OC-2025-0089","F-D008-202509-2151","L202509-614-0089","D007","P009",54,24,1296,"900.00","5.00","45.00","855.00","1108080.00","CENTRO","Recibido","15 días crédito","Compra controlada: producto de alta rotación"
590,"2025-05-07","OC-2025-0090","F-D006-202505-2576","L202505-855-0090","D003","P011",32,20,640,"2100.00","8.00","168.00","1932.00","1236480.00","SUR","Recibido","Contado contra entrega",NULL
591,"2025-07-16","OC-2025-0091","F-D008-202507-9237","L202507-631-0091","D003","P011",55,50,2750,"2100.00","4.00","84.00","2016.00","5544000.00","SUR","Recibido","Contado contra entrega",NULL
592,"2025-12-01","OC-2025-0092","F-D001-202512-3334","L202512-850-0092","D002","P009",43,24,1032,"900.00","8.00","72.00","828.00","854496.00","SUR","Recibido","15 días crédito",NULL
593,"2025-05-23","OC-2025-0093","F-D008-202505-4756","L202505-667-0093","D008","P003",14,10,140,"1200.00","9.00","108.00","1092.00","152880.00","NORTE","Recibido","30 días crédito",NULL
594,"2025-01-22","OC-2025-0094","F-D004-202501-8537","L202501-554-0094","D001","P017",9,20,180,"1800.00","13.00","234.00","1566.00","281880.00","CENTRO","Recibido","30 días crédito",NULL
595,"2025-11-12","OC-2025-0095","F-D001-202511-6533","L202511-675-0095","D002","P001",28,20,560,"2500.00","11.00","275.00","2225.00","1246000.00","SUR","Recibido","15 días crédito",NULL
596,"2025-01-01","OC-2025-0096","F-D007-202501-7438","L202501-247-0096","D003","P012",60,60,3600,"2200.00","8.00","176.00","2024.00","7286400.00","NORTE","Recibido","Contado contra entrega",NULL
597,"2025-09-15","OC-2025-0097","F-D002-202509-4658","L202509-333-0097","D007","P008",43,60,2580,"650.00","8.00","52.00","598.00","1542840.00","CENTRO","Recibido","15 días crédito",NULL
598,"2025-03-09","OC-2025-0098","F-D005-202503-1280","L202503-354-0098","D006","P019",39,30,1170,"500.00","13.00","65.00","435.00","508950.00","SUR","Recibido","60 días crédito",NULL
599,"2025-02-28","OC-2025-0099","F-D007-202502-1050","L202502-359-0099","D006","P012",50,30,1500,"2200.00","17.00","374.00","1826.00","2739000.00","SUR","Recibido","60 días crédito",NULL
600,"2025-05-04","OC-2025-0100","F-D005-202505-8669","L202505-200-0100","D002","P014",13,50,650,"2300.00","6.00","138.00","2162.00","1405300.00","CENTRO","Recibido","15 días crédito",NULL
601,"2025-02-11","OC-2025-0101","F-D008-202502-1391","L202502-552-0101","D002","P020",14,20,280,"650.00","8.00","52.00","598.00","167440.00","NORTE","Recibido","15 días crédito",NULL
602,"2025-04-08","OC-2025-0102","F-D004-202504-3785","L202504-345-0102","D007","P002",30,20,600,"1800.00","10.00","180.00","1620.00","972000.00","SUR","Recibido","15 días crédito",NULL
603,"2025-01-17","OC-2025-0103","F-D005-202501-7003","L202501-803-0103","D003","P008",18,30,540,"650.00","8.00","52.00","598.00","322920.00","VALLE","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
604,"2025-05-25","OC-2025-0104","F-D002-202505-7758","L202505-391-0104","D007","P007",9,60,540,"2800.00","7.00","196.00","2604.00","1406160.00","SUR","Recibido","15 días crédito",NULL
605,"2025-09-13","OC-2025-0105","F-D007-202509-5132","L202509-473-0105","D008","P005",9,30,270,"1100.00","11.00","121.00","979.00","264330.00","CENTRO","Recibido","30 días crédito",NULL
606,"2025-09-26","OC-2025-0106","F-D006-202509-3126","L202509-850-0106","D003","P003",15,10,150,"1200.00","7.00","84.00","1116.00","167400.00","VALLE","Recibido","Contado contra entrega","Descuento por volumen"
607,"2025-11-20","OC-2025-0107","F-D001-202511-8687","L202511-866-0107","D001","P010",22,10,220,"2100.00","13.00","273.00","1827.00","401940.00","CENTRO","Recibido","30 días crédito",NULL
608,"2025-04-04","OC-2025-0108","F-D005-202504-4360","L202504-858-0108","D005","P014",26,10,260,"2300.00","8.00","184.00","2116.00","550160.00","NORTE","Recibido","30 días crédito",NULL
609,"2025-02-22","OC-2025-0109","F-D001-202502-4889","L202502-864-0109","D003","P008",41,10,410,"650.00","7.00","45.50","604.50","247845.00","SUR","Recibido","Contado contra entrega",NULL
610,"2025-09-15","OC-2025-0110","F-D006-202509-9990","L202509-636-0110","D004","P004",24,24,576,"850.00","11.00","93.50","756.50","435744.00","CENTRO","Recibido","45 días crédito",NULL
611,"2025-06-18","OC-2025-0111","F-D001-202506-4101","L202506-249-0111","D005","P016",36,24,864,"4000.00","9.00","360.00","3640.00","3144960.00","VALLE","Recibido","30 días crédito",NULL
612,"2025-03-10","OC-2025-0112","F-D006-202503-3073","L202503-383-0112","D001","P012",22,30,660,"2200.00","11.00","242.00","1958.00","1292280.00","SUR","Recibido","30 días crédito",NULL
613,"2025-05-12","OC-2025-0113","F-D006-202505-7026","L202505-885-0113","D003","P009",20,24,480,"900.00","8.00","72.00","828.00","397440.00","VALLE","Recibido","Contado contra entrega",NULL
614,"2025-11-21","OC-2025-0114","F-D002-202511-3664","L202511-980-0114","D005","P011",50,20,1000,"2100.00","10.00","210.00","1890.00","1890000.00","SUR","Pendiente","30 días crédito",NULL
615,"2025-03-06","OC-2025-0115","F-D008-202503-7043","L202503-617-0115","D005","P013",15,60,900,"2000.00","9.00","180.00","1820.00","1638000.00","CENTRO","Pendiente","30 días crédito",NULL
616,"2025-08-26","OC-2025-0116","F-D007-202508-0088","L202508-846-0116","D001","P020",35,20,700,"650.00","12.00","78.00","572.00","400400.00","NORTE","Recibido","30 días crédito",NULL
617,"2025-04-08","OC-2025-0117","F-D003-202504-7967","L202504-584-0117","D008","P015",59,30,1770,"1500.00","10.00","150.00","1350.00","2389500.00","CENTRO","Recibido","30 días crédito",NULL
618,"2025-03-27","OC-2025-0118","F-D006-202503-9284","L202503-134-0118","D005","P016",7,50,350,"4000.00","9.00","360.00","3640.00","1274000.00","SUR","Recibido","30 días crédito",NULL
619,"2025-06-05","OC-2025-0119","F-D001-202506-7361","L202506-017-0119","D004","P009",40,30,1200,"900.00","12.00","108.00","792.00","950400.00","VALLE","Recibido","45 días crédito",NULL
620,"2025-01-19","OC-2025-0120","F-D007-202501-1355","L202501-978-0120","D008","P017",49,20,980,"1800.00","10.00","180.00","1620.00","1587600.00","CENTRO","Recibido","30 días crédito",NULL
621,"2025-07-03","OC-2025-0121","F-D007-202507-4639","L202507-430-0121","D003","P010",9,24,216,"2100.00","8.00","168.00","1932.00","417312.00","SUR","Recibido","Contado contra entrega","Descuento por volumen"
622,"2025-02-04","OC-2025-0122","F-D004-202502-2855","L202502-140-0122","D006","P012",49,30,1470,"2200.00","16.00","352.00","1848.00","2716560.00","VALLE","Recibido","60 días crédito",NULL
623,"2025-09-12","OC-2025-0123","F-D001-202509-9261","L202509-118-0123","D007","P018",9,60,540,"800.00","5.00","40.00","760.00","410400.00","SUR","Recibido","15 días crédito",NULL
624,"2025-02-03","OC-2025-0124","F-D001-202502-6264","L202502-123-0124","D006","P012",46,60,2760,"2200.00","16.00","352.00","1848.00","5100480.00","SUR","Recibido","60 días crédito","Entrega coordinada fuera de horario regular"
625,"2025-05-25","OC-2025-0125","F-D005-202505-4364","L202505-001-0125","D008","P009",11,30,330,"900.00","11.00","99.00","801.00","264330.00","NORTE","Recibido","30 días crédito",NULL
626,"2025-11-07","OC-2025-0126","F-D002-202511-4754","L202511-595-0126","D005","P018",14,24,336,"800.00","10.00","80.00","720.00","241920.00","CENTRO","Recibido","30 días crédito",NULL
627,"2025-01-05","OC-2025-0127","F-D002-202501-0074","L202501-564-0127","D005","P007",52,10,520,"2800.00","11.00","308.00","2492.00","1295840.00","NORTE","Recibido","30 días crédito","Descuento por volumen"
628,"2025-02-17","OC-2025-0128","F-D006-202502-5875","L202502-331-0128","D001","P004",21,20,420,"850.00","9.00","76.50","773.50","324870.00","CENTRO","Recibido","30 días crédito",NULL
629,"2025-05-18","OC-2025-0129","F-D007-202505-9306","L202505-981-0129","D006","P015",3,24,72,"1500.00","15.00","225.00","1275.00","91800.00","NORTE","Recibido","60 días crédito",NULL
630,"2025-06-10","OC-2025-0130","F-D002-202506-7125","L202506-535-0130","D006","P004",47,50,2350,"850.00","16.00","136.00","714.00","1677900.00","SUR","Recibido","60 días crédito",NULL
631,"2025-02-25","OC-2025-0131","F-D002-202502-9478","L202502-250-0131","D003","P012",20,20,400,"2200.00","5.00","110.00","2090.00","836000.00","SUR","Recibido","Contado contra entrega",NULL
632,"2025-09-09","OC-2025-0132","F-D006-202509-8914","L202509-352-0132","D003","P008",23,30,690,"650.00","8.00","52.00","598.00","412620.00","VALLE","Recibido","Contado contra entrega",NULL
633,"2025-02-19","OC-2025-0133","F-D008-202502-0433","L202502-782-0133","D008","P005",28,30,840,"1100.00","11.00","121.00","979.00","822360.00","SUR","Recibido","30 días crédito",NULL
634,"2025-04-20","OC-2025-0134","F-D001-202504-1109","L202504-811-0134","D002","P011",40,20,800,"2100.00","8.00","168.00","1932.00","1545600.00","SUR","Recibido","15 días crédito",NULL
635,"2025-06-16","OC-2025-0135","F-D008-202506-0940","L202506-669-0135","D007","P020",33,30,990,"650.00","10.00","65.00","585.00","579150.00","NORTE","Recibido","15 días crédito",NULL
636,"2025-03-01","OC-2025-0136","F-D003-202503-4142","L202503-177-0136","D007","P011",27,20,540,"2100.00","6.00","126.00","1974.00","1065960.00","NORTE","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
637,"2025-06-14","OC-2025-0137","F-D005-202506-1838","L202506-271-0137","D002","P004",59,24,1416,"850.00","10.00","85.00","765.00","1083240.00","CENTRO","Recibido","15 días crédito",NULL
638,"2025-09-20","OC-2025-0138","F-D008-202509-3731","L202509-852-0138","D006","P011",22,10,220,"2100.00","13.00","273.00","1827.00","401940.00","CENTRO","Recibido","60 días crédito",NULL
639,"2025-06-26","OC-2025-0139","F-D001-202506-2836","L202506-987-0139","D008","P020",38,10,380,"650.00","10.00","65.00","585.00","222300.00","VALLE","Recibido","30 días crédito",NULL
640,"2025-09-13","OC-2025-0140","F-D005-202509-7358","L202509-050-0140","D008","P012",56,60,3360,"2200.00","9.00","198.00","2002.00","6726720.00","VALLE","Recibido","30 días crédito",NULL
641,"2025-03-02","OC-2025-0141","F-D004-202503-3079","L202503-577-0141","D001","P009",10,24,240,"900.00","9.00","81.00","819.00","196560.00","SUR","Recibido","30 días crédito",NULL
642,"2025-01-26","OC-2025-0142","F-D004-202501-8619","L202501-028-0142","D005","P002",38,50,1900,"1800.00","8.00","144.00","1656.00","3146400.00","CENTRO","Recibido","30 días crédito",NULL
643,"2025-04-20","OC-2025-0143","F-D006-202504-0028","L202504-234-0143","D006","P011",38,10,380,"2100.00","15.00","315.00","1785.00","678300.00","CENTRO","Recibido","60 días crédito",NULL
